iso_code,Human_Development,literacy_rate,Continent,country,Income Classification,year,co2,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_unit_energy,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,population,gdp,primary_energy_consumption,Field_1,Life_expectancy,total_population,Human_Development2,clean_water,coal_co2,cement_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cumulative_co2_per_capita,share_oil_per_capita,share_cement_per_capita,share_coal_per_capita,share_flaring_per_capita,share_gas_per_capita,share_co2_per_capita,gdp_per_capita,difference_co2,share tot,share coal,share cement,share gas,share oil,share other
IND,0.33,66.861145975,Asia,India,Lower-middle income,2010,1677.888,1.359,1.287,5.03,31697.767,2.36,0.268,1292.755,20621.503,148.117,1145.396,8489.996,,4.57,3.21,1.07,0.65,1.79,,1234281163,5310000000000,6265.202,52,66.693,1234281163,,,1017.376,86.029,1.865,134.244,438.373,,2.5681155923142e-05,1.45023682906194e-09,3.70255994905757e-09,2.60070403423956e-09,8.66901344746521e-10,5.26622312229195e-10,1.91204408747831e-09,4302.09919682619,65.0709999999999,,,,,,
IND,0.38,66.861145975,Asia,India,Lower-middle income,2015,2268.567,1.732,1.586,6.39,41932.844,2.76,0.284,1825.459,27216.193,157.742,1734.393,10999.057,,5.16,3.8,1,0.83,2.06,,1310152392,7260000000000,7991.9,57,68.607,1310152392,,88.13813263,1487.726,117.508,1.674,106.871,554.789,,3.20060813200423e-05,1.57233617446237e-09,3.93847313603195e-09,2.90042595289175e-09,7.63269987603091e-10,6.33514089710566e-10,2.10662516578453e-09,5541.34010999844,82.7109999999998,,,,,,
IND,0.391,61.0145607,Asia,India,Low income,2001,992.56,0.923,0.857,3.9,19932.284,1.86,0.266,703.752,13468.692,129.614,536.138,5094.089,,3.69,2.52,1.19,0.43,1.35,,1075000094,2910000000000,3725.269,43,62.907,1075000094,,,582.912,46.74,3.224,43.569,316.115,,1.85416579135667e-05,1.25581384367767e-09,3.43255783938564e-09,2.34418584153166e-09,1.10697664738995e-09,3.99999965023259e-10,1.73023240684479e-09,2706.97650748298,-1449.232,,,,,,
IND,0.391,62.75447083,Asia,India,Low income,2006,1259.744,1.081,1.012,4.12,25586.096,2.11,0.26,983.88,16863.009,139.814,782.725,6816.669,,4.17,2.86,1.13,0.51,1.58,,1165486291,4020000000000,4836.163,48,64.918,1165486291,,,774.666,64.905,1.839,49.442,368.891,,2.19531505411761e-05,1.355657301335e-09,3.57790566238415e-09,2.45391131760639e-09,9.69552373739589e-10,4.37585584608133e-10,1.81040310494738e-09,3449.20401985235,73.7909999999999,,,,,,
IND,0.391,69.3025589,Asia,India,Lower-middle income,2011,1780.13,1.424,1.331,5.16,33477.897,2.43,0.268,1384.07,21712.968,150.194,1281.76,8948.905,,4.67,3.31,1.06,0.7,1.84,,1250287939,5680000000000,6633.464,53,67.13,1250287939,,86.18204472,1091.465,91.314,2.077,136.364,458.909,,2.67761496817894e-05,1.4716610011224e-09,3.73513960610956e-09,2.64739017049736e-09,8.47804707168338e-10,5.59871033035695e-10,1.94355230039534e-09,4542.95352520392,102.242,,,,,,
IND,0.391,74.37299347,Asia,India,Lower-middle income,2018,2599.806,1.922,1.747,7.09,49348.729,3.04,0.281,2208.753,31985.458,162.879,2093.138,12898.5,,5.53,4.21,0.96,0.91,2.27,,1352642283,8840000000000,9250.506,60,69.416,1352642283,,89.56293708,1677.771,138.965,1.678,126.201,655.19,,3.64832074379269e-05,1.67819683631759e-09,4.08829449552258e-09,3.11242673167271e-09,7.09722010072636e-10,6.7275732204802e-10,2.24745303189668e-09,6535.35684275219,165.95,,,,,,
IND,0.391,66.861145975,Asia,India,,2019,2625.968,1.922,1.764,7.15,51974.697,3.13,0.278,2352.417,33663.393,164.557,2221.818,13572.511,,5.66,4.35,0.95,0.93,2.33,,1366417756,,9460.984,61,,,,90.02869896,1677.934,143.664,1.678,128.68,674.011,,3.80371938023908e-05,1.70518861436692e-09,4.14221783575828e-09,3.18350664055627e-09,6.95248576673209e-10,6.8061176453272e-10,2.29066109998647e-09,,,,,,,,
IND,0.391,66.861145975,Asia,India,Low income,2002,1023.027,0.936,0.86,3.93,20955.311,1.91,0.262,752.863,14068.142,132.358,583.272,5418.676,,3.79,2.59,1.19,0.45,1.4,,1093317187,2990000000000,3896.828,44,63.304,1093317187,,,599.45,49.111,2.744,47.134,324.588,,1.91667260417813e-05,1.28050671538561e-09,3.4665146080796e-09,2.36893742346337e-09,1.08843070807776e-09,4.11591444231088e-10,1.7469770188475e-09,2734.79648500211,30.4670000000001,,,,,,
IND,0.391,66.861145975,Asia,India,Low income,2003,1059.616,0.953,0.891,3.87,22014.927,1.96,0.262,803.743,14694.924,134.388,633.26,5748.613,,3.88,2.65,1.18,0.47,1.45,,1111523146,3210000000000,4046.676,45,63.699,1111523146,,,626.782,50.88,2.03,49.988,329.937,,1.98060895800725e-05,1.30451624441476e-09,3.49070553677881e-09,2.38411589496491e-09,1.06160632304098e-09,4.22843196465474e-10,1.76334609589857e-09,2887.92906522164,36.5889999999999,,,,,,
IND,0.391,66.861145975,Asia,India,Low income,2004,1125.471,0.996,0.933,3.93,23140.399,2.01,0.259,859.288,15365.846,136.29,682.844,6096.131,,3.98,2.72,1.16,0.48,1.49,,1129623466,3450000000000,4341.576,46,64.095,1129623466,,,670.922,55.545,1.902,49.585,347.518,,2.04850551502265e-05,1.3190235904678e-09,3.52329791279318e-09,2.40788199065263e-09,1.0268908489548e-09,4.2492035129164e-10,1.77935397103374e-09,3054.11502490866,65.855,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2008,1462.815,1.218,1.136,4.56,28407.063,2.23,0.263,1125.458,18618.779,144.347,898.467,7620.013,,4.35,3.03,1.1,0.55,1.68,,1200669762,4600000000000,5556.898,50,65.794,1200669762,,,912.093,73.245,2.114,63.047,412.316,,2.36593473901444e-05,1.39921904687727e-09,3.62297788923579e-09,2.52359149526079e-09,9.16155328312499e-10,4.5807766415625e-10,1.85729671103352e-09,3831.19500930681,104.663,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2009,1612.817,1.324,1.264,5.1,30019.88,2.3,0.27,1206.726,19604.127,146.252,1011.152,8051.623,,4.46,3.12,1.08,0.6,1.74,,1217726217,4950000000000,5978.99,51,66.244,1217726217,,,985.349,81.268,1.905,112.685,431.61,,2.465240509805e-05,1.42889261617991e-09,3.66256383227725e-09,2.56215227728812e-09,8.86898865215119e-10,4.92721591786177e-10,1.88876610184701e-09,4064.95313223596,150.002,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2012,1963.586,1.551,1.44,5.61,35441.483,2.51,0.282,1484.307,22960.08,152.272,1407.365,9437.459,,4.79,3.42,1.04,0.75,1.9,,1265780243,5950000000000,6975.954,54,67.545,1265780243,,86.67656079,1247.112,100.237,2.077,125.605,488.554,,2.79997125851806e-05,1.50105044734847e-09,3.78422718042061e-09,2.70189080522724e-09,8.21627613285476e-10,5.92519913427026e-10,1.98296664360245e-09,4700.65797985441,183.456,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2013,2036.937,1.59,1.428,5.77,37478.42,2.59,0.281,1592.127,24280.745,154.393,1518.054,9933.102,,4.91,3.54,1.03,0.78,1.95,,1280842119,6320000000000,7243.602,55,67.931,1280842119,,87.16750039,1320.664,107.82,2.121,110.689,495.642,,2.92607648078131e-05,1.522435881108e-09,3.83341547499501e-09,2.76380667647298e-09,8.04158439764737e-10,6.08974352443199e-10,2.02210714465114e-09,4934.25372748849,73.3509999999999,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2014,2185.856,1.687,1.529,6.15,39664.276,2.68,0.282,1707.951,25728.467,156.068,1627.522,10444.268,,5.03,3.67,1.02,0.81,2,,1295600768,6750000000000,7739.36,56,68.286,1295600768,,87.65476481,1447.723,115.825,1.674,109.468,511.166,,3.06145820376667e-05,1.54368540788022e-09,3.88236880081874e-09,2.83266272346019e-09,7.8727955801891e-10,6.25192590191487e-10,2.06853844655949e-09,5209.93825159573,148.919,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2016,2382.223,1.799,1.645,6.72,44315.067,2.85,0.285,1948.741,28746.464,159.626,1848.015,11612.222,,5.29,3.93,0.99,0.86,2.13,,1324517250,7770000000000,8352.07,58,68.897,1324517250,,88.61740577,1530.271,123.281,1.883,113.622,613.166,,3.34575234863872e-05,1.60813307640954e-09,3.99390796911101e-09,2.96711877478379e-09,7.47442134105841e-10,6.49293167001034e-10,2.15172735575924e-09,5866.28826464888,113.656,,,,,,
IND,0.391,66.861145975,Asia,India,Lower-middle income,2017,2433.856,1.818,1.676,6.77,46748.923,2.94,0.28,2069.788,30307.687,161.201,1966.937,12243.31,,5.4,4.07,0.98,0.88,2.2,,1338676779,8280000000000,8704.049,59,69.165,1338676779,,89.09243315,1561.224,121.047,1.576,118.922,631.087,,3.49217404330579e-05,1.64341388041661e-09,4.0338340701135e-09,3.04031567877073e-09,7.32066183094672e-10,6.57365552166644e-10,2.19619854928402e-09,6185.2122408407,51.6330000000003,,,,,,
USA,0.74,99,North America,United States,High income,2005,6134.521,20.795,22.361,20.72,334424.784,28.29,0.229,2166.729,150607.446,1438.856,55225.27,124027.346,959.138,9.6,26.13,11.91,37.62,29.59,18.64,294993509,14700000000000,26788.164,68,77.48780488,295516599,,,2214.838,46.194,37.244,1199.296,2608.477,28.473,1.13366828013833e-03,1.00307291846208e-07,3.25430889396282e-08,8.85782202075504e-08,4.03737697157262e-08,1.27528229782168e-07,9.59004152189667e-08,49831.6049388056,20.5140000000001,6097.278,0.363250289719445,7.57616759478574e-03,0.196693672159938,0.427810081810277,4.66978871555471e-03
USA,0.77,99,North America,United States,High income,2010,5675.786,18.368,19.411,17.02,363675.53,27.12,0.22,2361.568,161092.846,1635.315,61486.956,135996.962,1101.883,8.35,25.1,11.8,34.96,28.62,17.21,309011469,15300000000000,25825.74,73,78.54146341,309327143,,,2013.304,31.449,41.343,1308.832,2250.504,30.354,1.17689978037676e-03,9.26179215697654e-08,2.70216507724508e-08,8.12267586094029e-08,3.81862849239424e-08,1.13134959401782e-07,8.77637328082473e-08,49512.7253674847,197.576,5634.443,0.357320856737747,5.58156325301365e-03,0.232291284160653,0.399419073012186,5.38722283640104e-03
USA,0.78,99,North America,United States,High income,2015,5371.771,16.741,17.763,15.13,390923.236,25.77,0.21,2544.762,169660.741,1905.687,68581.37,146975.624,1255.052,7.19,23.69,12.14,32.86,27.57,15.99,320878312,16900000000000,25596.966,78,78.6902439,320738994,,99.44715776,1504.946,39.907,61.546,1495.321,2239.49,30.56,1.21829123808156e-03,8.59204220695352e-08,2.24072482655045e-08,7.38286107663144e-08,3.78336570157475e-08,1.02406422531916e-07,8.03108188876287e-08,52667.9409856781,-151.036,5310.224,0.283405370470248,7.51512553896031e-03,0.281592829229049,0.421731738623455,5.7549361382872e-03
USA,0.75,99,North America,United States,High income,2007,6131.004,20.395,22.018,19.47,346607.456,27.86,0.228,2259.088,154999.27,1515.055,57665.736,129149.749,1018.558,9.13,25.77,11.87,36.49,29.25,18.01,300608425,15400000000000,26943.482,70,77.98780488,301231207,,,2208.712,45.509,38.375,1257.55,2551.51,29.347,1.15301976649523e-03,9.73026620927208e-08,3.03717369198817e-08,8.57261402437407e-08,3.94865845825845e-08,1.21387150077381e-07,9.26787065266052e-08,51229.4357684752,79.3360000000002,6092.628,0.362522051239629,7.46951890054669e-03,0.206405183444648,0.418786441581531,4.81680483364486e-03
USA,0.926,99,North America,United States,High income,2020,4712.771,14.238,,13.54,416723.089,24.56,,2745.186,175650.187,2253.809,76554.828,158138.194,1380.885,6.36,22.28,12.67,31.22,26.68,14.76,331002647,,,83,,,,99.88352668,888.649,40.795,84.51,1654.988,2020.538,23.291,1.25897207402091e-03,8.06035850220859e-08,1.92143478538406e-08,6.73106399659698e-08,3.82776395138617e-08,9.43194874208967e-08,7.41988024041391e-08,,-543.045,4628.261,0.19200494526994,8.81432572622849e-03,0.35758311815172,0.436565267170542,5.03234368156852e-03
USA,0.7932,99,North America,United States,High income,2018,5375.491,16.434,17.507,14.67,406754.502,25.03,0.202,2663.495,173662.684,2084.79,73204.945,153804.284,1334.303,6.67,22.86,12.32,31.79,27.02,15.25,327096263,18100000000000,26556.388,81,78.63902439,326838199,,99.71312112,1283.532,38.971,71.008,1641.041,2316.811,24.128,1.24353148602006e-03,8.26056517802528e-08,2.03915506060062e-08,6.98876831864019e-08,3.76647531433277e-08,9.71885148073367e-08,7.6521815842329e-08,55335.3921992071,167.74,5304.483,0.241971177963998,7.34680458020131e-03,0.309368698137029,0.436764713922167,4.5486053966051e-03
USA,0.7932,99,North America,United States,High income,2001,5904.882,20.747,21.657,23.2,310217.648,28.98,0.229,1988.136,141924.378,1291.785,50352.471,113808.804,852.073,10.43,26.57,11.89,39.93,30.27,20.1,284607992,13100000000000,25804.055,64,76.83658537,284968955,,,2115.059,41.613,35.931,1204.741,2481.985,25.552,1.08998220963521e-03,1.06356816571757e-07,3.66468978144507e-08,9.33564789002833e-08,4.17767607875186e-08,1.40298238708631e-07,1.01824266410621e-07,46028.222566568,,5868.95,0.360381158469573,7.09036539755834e-03,0.205273686093765,0.422901029996848,4.35376004225628e-03
USA,0.7932,99,North America,United States,High income,2002,5946.771,20.7,21.88,22.84,316164.418,28.83,0.227,2031.3,144043.7,1328.357,51597.237,116285.375,878.449,10.23,26.49,11.92,39.38,30.1,19.72,287279312,13300000000000,26177.526,65,76.93658537,287625193,,,2119.322,43.164,36.572,1244.766,2476.57,26.376,1.10054711492765e-03,1.04776079385765e-07,3.56099432596803e-08,9.22099117252133e-08,4.1492719809911e-08,1.37079136418984e-07,1.00355294640917e-07,46296.4071704544,41.8890000000001,5910.198,0.358587309596058,7.3033086201173e-03,0.210613248490152,0.419033338646184,4.46279464748897e-03
USA,0.7932,99,North America,United States,High income,2003,6011.837,20.744,22.015,21.97,322176.256,28.67,0.229,2074.649,146202.277,1364.787,52808.352,118822.584,903.607,10.02,26.39,11.93,38.79,29.93,19.33,289815567,13700000000000,26259.752,66,77.03658537,290107933,,,2158.577,43.349,36.43,1211.115,2537.209,25.158,1.11165959556617e-03,1.03272575416903e-07,3.45737121843424e-08,9.10579106332132e-08,4.11641104150903e-08,1.33843742078906e-07,9.89249828667761e-08,47271.4428069352,65.0660000000007,5975.408,0.361243449819661,7.25456738686295e-03,0.202683231002803,0.424608495352953,4.2102564377194e-03
USA,0.7932,99,North America,United States,High income,2004,6114.007,20.913,22.44,21.36,328290.263,28.48,0.228,2120.535,148392.608,1401.611,54025.974,121418.869,930.665,9.82,26.27,11.93,38.21,29.76,18.98,292354663,14200000000000,26776.886,67,77.48780488,292805298,,,2190.331,45.886,36.825,1217.622,2596.286,27.057,1.12291782737873e-03,1.01794169091122e-07,3.35893393976754e-08,8.9856613643272e-08,4.08066007142838e-08,1.30697419387492e-07,9.74159252592458e-08,48571.1425098768,102.169999999999,6077.182,0.360418858609138,7.55053904918431e-03,0.200359640372791,0.427218733946095,4.45222802279083e-03
USA,0.7932,99,North America,United States,High income,2006,6051.668,20.324,22.149,19.79,340476.452,28.08,0.228,2213.579,152790.557,1476.679,56408.186,126598.239,989.21,9.37,25.96,11.9,37.04,29.42,18.33,297758977,15100000000000,26571.789,69,77.68780488,298379912,,,2183.112,46.851,37.824,1182.916,2570.893,30.072,1.14346326492114e-03,9.88047456920165e-08,3.14684047292384e-08,8.71846090470683e-08,3.99652098482324e-08,1.24395913678868e-07,9.43044615578458e-08,50712.1570343117,-82.8530000000001,6013.844,0.363014404763409,7.79052466276146e-03,0.196698816929737,0.427495791377362,5.0004622667299e-03
USA,0.7932,99,North America,United States,High income,2008,5914.078,19.487,20.802,18.44,352521.534,27.62,0.225,2300.504,157173.599,1554.901,58932.382,131513.425,1046.723,8.89,25.57,11.85,35.96,29.04,17.7,303486022,15300000000000,26277.996,71,78.03902439,304093966,,,2174.329,41.416,39.847,1266.645,2363.676,28.165,1.16157420258387e-03,9.56880972923359e-08,2.92929471394238e-08,8.42542922784101e-08,3.9046279370323e-08,1.18489806426736e-07,9.10091338572424e-08,50414.1834907968,-216.925999999999,5874.231,0.370147003071551,7.05045477442069e-03,0.215627373182975,0.402380498826144,4.79467014490918e-03
USA,0.7932,99,North America,United States,High income,2009,5478.21,17.885,18.92,17.33,357999.744,27.37,0.219,2330.119,159079.542,1593.972,60178.124,133746.458,1071.529,8.62,25.34,11.82,35.47,28.84,17.4,306307565,14900000000000,24978.914,72,78.3902439,306771529,,,1905.943,29.615,39.071,1245.742,2233.033,24.806,1.16875906737726e-03,9.41537307444561e-08,2.81416490643971e-08,8.27273071104202e-08,3.85886649583728e-08,1.15798641799787e-07,8.93546328181611e-08,48643.9177563244,-435.868,5439.139,0.350412629645979,5.44479558253613e-03,0.229032940691532,0.410548985786169,4.56064829378326e-03
USA,0.7932,99,North America,United States,High income,2011,5540.173,17.781,19.072,16.07,369215.704,26.84,0.217,2393.776,162996.401,1680.857,62814.483,138198.709,1131.477,8.08,24.83,11.83,34.47,28.41,16.95,311584051,15500000000000,25580.121,74,78.64146341,311583481,,99.07488707,1903.555,32.208,45.542,1327.528,2201.747,29.594,1.18496342420299e-03,9.11792497363737e-08,2.59320076687751e-08,7.96895730712481e-08,3.79672835051496e-08,1.10628255487955e-07,8.61404809195449e-08,49745.8067903482,-135.613,5494.632,0.346439033587691,5.86172103973478e-03,0.241604533297225,0.400708728082245,5.38598399310454e-03
USA,0.7932,99,North America,United States,High income,2012,5338.698,17,18.196,15.26,374554.402,26.55,0.214,2429.047,164680.437,1729.74,64202.738,140350.833,1161.607,7.83,24.53,11.87,34.02,28.19,16.71,314043885,15800000000000,24913.288,75,78.74146341,313877662,,99.16968809,1684.037,35.27,48.883,1388.255,2152.124,30.129,1.19268172344766e-03,8.97645244708395e-08,2.49328210928227e-08,7.81101023508227e-08,3.77972651815844e-08,1.08328808886057e-07,8.45423243952036e-08,50311.4397530778,-201.474999999999,5289.815,0.318354611645209,6.66752996087765e-03,0.262439234642421,0.406842961426817,5.69566232467487e-03
USA,0.7932,99,North America,United States,High income,2013,5474.257,17.302,18.324,15.52,380028.659,26.28,0.214,2465.416,166421.27,1784.388,65630.245,142534.958,1192.382,7.6,24.24,11.94,33.61,27.97,16.46,316400539,16100000000000,25582.098,76,78.74146341,316059947,,99.26337949,1740.833,36.369,54.647,1427.506,2184.125,30.776,1.2010999102628e-03,8.84006079395459e-08,2.40201866407061e-08,7.66117531803572e-08,3.77369774328987e-08,1.06226114867649e-07,8.30592769628626e-08,50884.8690678115,135.558999999999,5419.609,0.321210072534753,6.71063170793317e-03,0.263396492256176,0.403004165060616,5.67863844052219e-03
USA,0.7932,99,North America,United States,High income,2014,5522.807,17.331,18.273,15.54,385551.466,26.02,0.214,2504.855,168155.796,1844.141,67086.049,144736.134,1224.492,7.38,23.97,12.03,33.22,27.77,16.22,318673422,16500000000000,25848.401,77,78.84146341,318386329,,99.35588121,1734.526,39.439,59.753,1455.804,2201.176,32.11,1.20986389006109e-03,8.7142504152731e-08,2.31585048846653e-08,7.52180707432827e-08,3.77502457672796e-08,1.04244652068913e-07,8.16509887668009e-08,51777.1450673411,48.5500000000002,5463.055,0.317501105150873,7.21922074736571e-03,0.26648166639362,0.402920344019967,5.87766368817447e-03
USA,0.7932,99,North America,United States,High income,2016,5248.024,16.247,17.264,14.8,396171.26,25.52,0.205,2584.201,171040.485,1957.596,70083.845,149222.148,1282.985,7.01,23.41,12.17,32.49,27.38,15.74,323015992,17200000000000,25560.52,79,78.53902439,323071755,,99.53713865,1379.744,39.439,51.908,1502.475,2246.524,27.933,1.22647568483235e-03,8.47636051406396e-08,2.17017119078117e-08,7.24731919774424e-08,3.76761531980126e-08,1.00583255333067e-07,7.90053763034742e-08,53248.137634003,-123.746999999999,5196.115,0.265533768979324,7.59009375273642e-03,0.289153531051564,0.432346859143803,5.37574707257249e-03
USA,0.7932,99,North America,United States,High income,2017,5207.751,16.02,17.075,14.5,401379.012,25.27,0.203,2624.525,172379.152,2013.782,71563.904,151487.474,1310.175,6.84,23.14,12.2,32.12,27.19,15.5,325084758,17600000000000,25647.389,80,78.53902439,325122128,,99.62581578,1338.667,40.324,56.186,1480.059,2265.326,27.19,1.23469034497151e-03,8.36397257357726e-08,2.10406665697935e-08,7.11814363194475e-08,3.75286742911521e-08,9.88050014944103e-08,7.77335737161814e-08,54139.7268462522,-40.2730000000001,5151.566,0.259856323300526,7.82752273774615e-03,0.287302734741242,0.439735412493987,5.27800672649831e-03
USA,0.7932,99,North America,United States,High income,2019,5255.816,15.972,17.096,14.32,412010.318,24.79,0.2,2704.391,174761.538,2169.299,74899.839,156117.656,1357.594,6.51,22.57,12.5,31.49,26.85,14.99,329064917,,26291.355,82,,,,99.79904438,1098.854,40.896,84.51,1694.894,2313.372,23.291,1.25206394457419e-03,8.1594842272414e-08,1.97833304727529e-08,6.85882901336456e-08,3.79864256389264e-08,9.56954034695835e-08,7.53346793271189e-08,,-119.675,5171.307,0.212490575399991,7.90825220780743e-03,0.32774963853432,0.447347643448745,4.50389040913641e-03
